"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"24941","6133","Media","14","Male","28","Master’s Degree"
"663","10525","Technology","21","Female","30","Associate Degree"
"33472","4630","Education","23","Female","35","Bachelor’s Degree"
"47541","11552","Technology","8","Female","21","Bachelor’s Degree"
"55970","7608","Healthcare","43","Male","57","Master’s Degree"
"50514","6045","Media","3","Male","48","Bachelor’s Degree"
"36236","7261","Technology","14","Female","26","Master’s Degree"
"35765","11685","Finance","36","Female","44","Master’s Degree"
"28982","7849","Technology","34","Male","44","Master’s Degree"
"528","3629","Education","16","Male","52","High School"
"60683","7311","Technology","19","Female","39","PhD"
"60834","9910","Technology","24","Male","45","Bachelor’s Degree"
"21853","8909","Healthcare","8","Female","49","High School"
"66983","11535","Finance","16","Female","27","Bachelor’s Degree"
"8632","6799","Finance","8","Female","27","Bachelor’s Degree"
"57947","11122","Technology","1","Male","58","Bachelor’s Degree"
"20166","10039","Technology","19","Female","39","Bachelor’s Degree"
"28703","10030","Technology","10","Male","20","Bachelor’s Degree"
"54853","7975","Healthcare","9","Male","26","Bachelor’s Degree"
"49582","7607","Healthcare","31","Male","48","Bachelor’s Degree"
"73846","5381","Finance","1","Female","18","Master’s Degree"
"24065","5210","Education","32","Male","56","High School"
"53534","10437","Finance","7","Male","39","Master’s Degree"
"32005","9050","Healthcare","43","Female","59","High School"
"34765","8668","Healthcare","25","Male","33","PhD"
"37276","8040","Healthcare","9","Male","48","Associate Degree"
"29012","11330","Technology","23","Female","50","Associate Degree"
"54034","5948","Education","2","Male","59","Bachelor’s Degree"
"37551","8757","Technology","21","Male","41","Bachelor’s Degree"
"21528","6275","Media","3","Male","26","Bachelor’s Degree"
"70708","9149","Healthcare","31","Female","40","Associate Degree"
"34053","3556","Education","11","Male","29","Associate Degree"
"17611","9355","Technology","14","Female","30","Associate Degree"
"35573","5925","Media","12","Female","28","Bachelor’s Degree"
"73263","8422","Healthcare","20","Male","29","Bachelor’s Degree"
"55343","7881","Technology","10","Male","21","Bachelor’s Degree"
"69194","8607","Healthcare","14","Female","36","Bachelor’s Degree"
"54236","4438","Education","20","Male","46","Master’s Degree"
"44417","3713","Education","32","Female","49","High School"
"904","10223","Technology","7","Male","37","High School"
"7589","9999","Technology","9","Male","20","Associate Degree"
"41092","9714","Technology","9","Male","42","Associate Degree"
"70095","5214","Media","5","Male","26","High School"
"49151","10714","Healthcare","42","Male","58","Master’s Degree"
"51646","9072","Healthcare","28","Male","37","Associate Degree"
"14330","5289","Education","30","Female","59","Bachelor’s Degree"
"15415","8525","Technology","4","Female","21","Associate Degree"
"49238","3993","Education","28","Male","52","Bachelor’s Degree"
"13882","10467","Technology","14","Female","25","Associate Degree"
"73187","4005","Education","32","Female","42","Bachelor’s Degree"
"52144","8397","Technology","34","Male","47","High School"
"41327","3575","Education","15","Male","27","Associate Degree"
"18643","3932","Education","36","Female","53","Bachelor’s Degree"
"67532","3970","Education","10","Female","32","Associate Degree"
"72984","6203","Healthcare","10","Female","47","Bachelor’s Degree"
"35848","6756","Healthcare","3","Male","40","Master’s Degree"
"22362","4355","Education","2","Male","46","Associate Degree"
"6390","4876","Education","3","Female","44","Associate Degree"
"24551","4523","Finance","19","Male","33","High School"
"9653","5999","Media","5","Male","26","Associate Degree"
"47588","4286","Education","31","Female","46","Bachelor’s Degree"
"52169","7968","Finance","18","Male","55","Bachelor’s Degree"
"69266","3656","Education","45","Male","55","Associate Degree"
"9107","7534","Finance","24","Male","32","Bachelor’s Degree"
"48462","7917","Finance","1","Male","33","Associate Degree"
"70096","5319","Education","9","Male","37","Master’s Degree"
"64455","4936","Education","9","Male","19","Master’s Degree"
"37757","7955","Healthcare","40","Male","58","Associate Degree"
"16016","10431","Technology","13","Male","26","Associate Degree"
"50806","5462","Media","16","Female","24","PhD"
"37131","4216","Education","13","Male","45","Bachelor’s Degree"
"1533","11324","Technology","14","Male","37","Bachelor’s Degree"
"35060","6473","Media","2","Male","30","PhD"
"15658","7315","Healthcare","12","Female","44","High School"
"9450","5386","Media","5","Male","36","PhD"
"23022","5496","Media","23","Female","35","Master’s Degree"
"72394","6548","Finance","12","Female","21","Bachelor’s Degree"
"48972","5848","Media","13","Male","21","High School"
"58551","8492","Healthcare","20","Female","47","High School"
"16728","5562","Media","7","Male","46","Master’s Degree"
"13889","10283","Technology","8","Male","51","Associate Degree"
"41231","6074","Healthcare","20","Female","38","Associate Degree"
"41402","6007","Finance","5","Male","21","High School"
"24576","9852","Finance","17","Male","55","High School"
"9679","8986","Healthcare","25","Male","48","Bachelor’s Degree"
"48240","4888","Education","25","Female","47","Bachelor’s Degree"
"15411","6008","Education","23","Female","35","Master’s Degree"
"62157","9817","Technology","17","Male","48","High School"
"37713","10353","Finance","31","Female","49","Master’s Degree"
"18367","8290","Healthcare","2","Male","55","Bachelor’s Degree"
"42638","6801","Technology","1","Male","19","Associate Degree"
"24662","10143","Healthcare","23","Female","43","Associate Degree"
"3686","8368","Technology","34","Male","46","Master’s Degree"
"41128","6573","Technology","26","Female","37","Bachelor’s Degree"
"42186","6403","Media","15","Male","36","Master’s Degree"
"43872","9912","Technology","16","Male","24","PhD"
"11203","4879","Education","1","Female","59","High School"
"63169","9666","Technology","10","Male","27","Associate Degree"
"13422","9746","Healthcare","15","Male","26","High School"
"56079","8673","Finance","1","Male","39","Master’s Degree"
"47959","5655","Media","18","Male","54","Bachelor’s Degree"
"56496","9052","Technology","8","Male","32","Associate Degree"
"27300","7961","Healthcare","4","Female","21","High School"
"5105","5023","Education","8","Female","22","Master’s Degree"
"68749","10591","Technology","13","Female","21","Master’s Degree"
"11565","2964","Education","10","Female","49","Bachelor’s Degree"
"33522","5782","Media","18","Male","46","High School"
"31645","9130","Healthcare","26","Female","47","High School"
"8143","9492","Healthcare","11","Male","22","Bachelor’s Degree"
"42379","9883","Technology","6","Male","20","Bachelor’s Degree"
"8645","5633","Media","11","Male","41","Associate Degree"
"43215","3944","Finance","27","Female","52","Associate Degree"
"4064","5367","Technology","17","Female","42","Bachelor’s Degree"
"40752","10654","Technology","48","Male","56","Associate Degree"
"73991","6179","Healthcare","33","Female","41","High School"
"72245","3656","Education","19","Male","35","Master’s Degree"
"53295","3777","Education","12","Female","31","Bachelor’s Degree"
"69710","4512","Education","40","Male","55","High School"
"31019","6828","Finance","43","Male","53","Bachelor’s Degree"
"64942","5579","Media","3","Female","25","High School"
"19728","7583","Healthcare","20","Male","49","Master’s Degree"
"37013","9391","Technology","11","Male","20","Associate Degree"
"41577","9363","Healthcare","42","Female","52","High School"
"18823","8238","Healthcare","16","Female","26","High School"
"70357","6712","Healthcare","8","Female","23","Master’s Degree"
"34838","5060","Media","4","Female","42","Bachelor’s Degree"
"30195","5932","Media","1","Male","30","PhD"
"17580","8390","Technology","15","Male","30","High School"
"21609","5082","Education","8","Male","29","High School"
"68722","6500","Media","17","Male","25","Associate Degree"
"59697","8517","Technology","8","Male","29","Bachelor’s Degree"
"25655","9715","Finance","15","Female","43","High School"
"11342","8358","Healthcare","1","Male","55","High School"
"2176","6899","Healthcare","13","Female","23","Associate Degree"
"12318","10548","Finance","25","Male","37","Bachelor’s Degree"
"8817","10640","Finance","7","Male","19","Associate Degree"
"37852","9387","Technology","1","Male","56","High School"
"15511","4275","Education","16","Male","24","Associate Degree"
"58455","10771","Technology","14","Male","23","High School"
"53258","7826","Healthcare","10","Female","38","High School"
"40800","4229","Education","26","Male","51","PhD"
"13112","4547","Education","14","Male","48","Master’s Degree"
"14426","8499","Healthcare","1","Female","35","Associate Degree"
"19935","6867","Healthcare","6","Female","37","Bachelor’s Degree"
"15066","5059","Media","29","Male","46","High School"
"37122","7644","Healthcare","33","Male","44","Associate Degree"
"45461","6977","Technology","9","Male","18","High School"
"57492","8803","Healthcare","26","Female","36","Bachelor’s Degree"
"60589","4770","Media","42","Male","56","Master’s Degree"
"49158","3451","Education","2","Male","30","Master’s Degree"
"54278","10129","Technology","3","Male","20","Master’s Degree"
"4522","6421","Healthcare","17","Female","29","Bachelor’s Degree"
"6403","6484","Media","11","Male","20","Associate Degree"
"17739","7028","Technology","22","Female","54","Associate Degree"
"63760","7774","Technology","2","Female","20","Master’s Degree"
"40226","10223","Technology","13","Female","22","High School"
"69495","10468","Technology","32","Female","57","Bachelor’s Degree"
"40513","4021","Education","18","Female","52","High School"
"41350","8214","Finance","18","Female","32","Master’s Degree"
"68803","3920","Education","17","Male","59","High School"
"72353","7574","Technology","39","Female","52","PhD"
"1100","6452","Media","25","Female","47","High School"
"9665","4313","Education","17","Female","41","Associate Degree"
"42886","6983","Healthcare","33","Male","55","High School"
"47349","8792","Healthcare","31","Male","39","Master’s Degree"
"14718","9584","Finance","16","Female","27","High School"
"60267","5078","Finance","17","Male","58","Associate Degree"
"21","8244","Healthcare","6","Female","19","Master’s Degree"
"25011","6725","Healthcare","29","Male","43","Bachelor’s Degree"
"50236","4278","Education","6","Female","58","Associate Degree"
"72117","9538","Healthcare","10","Female","42","Associate Degree"
"6451","4904","Education","30","Male","43","High School"
"57199","8259","Technology","4","Female","40","Master’s Degree"
"47253","12792","Technology","12","Male","29","Bachelor’s Degree"
"15716","7804","Healthcare","23","Male","40","Bachelor’s Degree"
"28536","8807","Healthcare","17","Female","25","Master’s Degree"
"11749","10748","Finance","23","Male","37","Master’s Degree"
"37997","10458","Technology","3","Male","33","Associate Degree"
"70675","5673","Media","21","Female","37","Bachelor’s Degree"
"59792","5617","Media","2","Male","46","Bachelor’s Degree"
"51040","6928","Finance","30","Female","39","High School"
"4921","4569","Media","10","Female","22","Bachelor’s Degree"
"40364","7481","Technology","21","Female","44","Bachelor’s Degree"
"65654","6590","Media","10","Male","28","High School"
"13325","9012","Finance","34","Male","55","High School"
"6444","7792","Healthcare","4","Male","21","Master’s Degree"
"61358","5061","Healthcare","12","Male","39","Associate Degree"
"69060","5932","Finance","14","Female","59","Associate Degree"
"58309","5289","Media","17","Male","45","PhD"
"54211","4196","Education","7","Female","26","Bachelor’s Degree"
"8164","5947","Media","18","Male","31","Associate Degree"
"38177","4241","Education","23","Male","44","Associate Degree"
"58250","8656","Finance","10","Male","28","Bachelor’s Degree"
"73953","6211","Media","20","Female","34","High School"
"60950","10133","Technology","14","Female","25","PhD"
"14256","3289","Education","37","Female","46","Bachelor’s Degree"
"1377","3809","Education","8","Male","20","Bachelor’s Degree"
"54642","10589","Finance","16","Male","35","High School"
"34634","8250","Healthcare","29","Male","58","Master’s Degree"
"12700","9635","Technology","6","Female","57","Bachelor’s Degree"
"69355","9151","Technology","12","Male","53","High School"
"57291","10110","Technology","15","Female","29","Master’s Degree"
"60582","8643","Healthcare","18","Male","28","High School"
"10909","4706","Education","42","Female","57","High School"
"60933","10794","Finance","32","Female","51","High School"
"71381","8849","Technology","4","Male","39","High School"
"67054","10718","Finance","16","Female","29","Associate Degree"
"48953","6141","Media","4","Female","21","Bachelor’s Degree"
"52343","4723","Education","16","Male","36","Bachelor’s Degree"
"25094","3672","Education","43","Male","53","Master’s Degree"
"40344","4626","Education","9","Male","19","High School"
"70143","3753","Education","14","Male","45","Master’s Degree"
"5008","10062","Technology","1","Male","34","High School"
"44750","2799","Education","40","Male","57","Bachelor’s Degree"
"19524","6215","Technology","8","Male","31","High School"
"14003","8360","Technology","10","Male","56","Bachelor’s Degree"
"28350","9174","Technology","5","Female","43","High School"
"24584","8970","Healthcare","33","Male","50","Master’s Degree"
"40558","10963","Finance","33","Female","46","Bachelor’s Degree"
"32244","8809","Finance","20","Female","29","Associate Degree"
"20440","6641","Education","9","Female","19","Associate Degree"
"14643","8448","Healthcare","18","Female","32","Bachelor’s Degree"
"33551","6215","Education","13","Male","35","High School"
"40387","10187","Technology","41","Female","50","Master’s Degree"
"21135","11053","Healthcare","24","Female","43","Master’s Degree"
"17198","6150","Education","7","Male","23","High School"
"46222","12472","Technology","18","Female","29","High School"
"19709","4507","Education","1","Male","38","Bachelor’s Degree"
"7884","8298","Healthcare","9","Male","42","PhD"
"62774","10485","Finance","17","Male","45","Bachelor’s Degree"
"31623","9083","Healthcare","15","Male","42","Bachelor’s Degree"
"57585","7510","Healthcare","2","Male","43","Associate Degree"
"22632","2799","Education","1","Male","24","Bachelor’s Degree"
"50076","8565","Technology","16","Female","27","High School"
"8723","5115","Education","27","Female","41","Master’s Degree"
"27618","6062","Media","21","Male","34","Bachelor’s Degree"
"63182","2997","Education","22","Female","56","Associate Degree"
"61538","10081","Technology","32","Female","40","Bachelor’s Degree"
"20853","8358","Healthcare","9","Female","45","Master’s Degree"
"3108","8599","Technology","25","Female","35","Associate Degree"
"7926","7101","Finance","5","Female","33","Bachelor’s Degree"
"51159","9572","Technology","3","Female","29","Associate Degree"
"45037","8679","Finance","3","Female","18","Master’s Degree"
"46345","8223","Technology","12","Female","29","Associate Degree"
"36536","5499","Media","3","Female","46","Associate Degree"
"65168","7415","Healthcare","24","Male","44","Associate Degree"
"57229","6146","Education","38","Male","48","High School"
"71034","6270","Education","14","Female","29","Master’s Degree"
"24556","4995","Education","7","Female","53","High School"
"72874","10467","Finance","1","Male","38","Bachelor’s Degree"
"38733","5734","Education","34","Male","52","Bachelor’s Degree"
"26270","6125","Healthcare","7","Male","45","Bachelor’s Degree"
"56007","10590","Technology","18","Female","29","Master’s Degree"
"35593","8091","Finance","18","Male","51","High School"
"61070","4227","Education","31","Male","52","High School"
"14756","13016","Technology","17","Female","47","Master’s Degree"
"37154","6561","Healthcare","12","Male","44","PhD"
"51604","9709","Technology","7","Female","37","Associate Degree"
"55823","13178","Finance","1","Female","21","Associate Degree"
"66969","7057","Media","6","Male","24","Bachelor’s Degree"
"21218","4006","Education","11","Male","58","Bachelor’s Degree"
"11482","8549","Finance","31","Male","39","Master’s Degree"
"12226","5154","Education","3","Male","19","High School"
"30803","7999","Technology","42","Female","58","Associate Degree"
"23980","3215","Education","2","Female","20","Master’s Degree"
"27076","7343","Technology","35","Male","49","High School"
"1301","9204","Finance","18","Female","42","Associate Degree"
"53024","4034","Education","18","Male","27","Bachelor’s Degree"
"3522","7605","Healthcare","5","Male","34","Bachelor’s Degree"
"50022","9103","Technology","34","Male","59","Master’s Degree"
"41463","8644","Finance","7","Female","35","Associate Degree"
"49301","6126","Healthcare","11","Male","27","Associate Degree"
"57397","7481","Healthcare","5","Female","58","Associate Degree"
"38041","11543","Technology","11","Male","21","Bachelor’s Degree"
"69147","8635","Healthcare","4","Female","57","Associate Degree"
"20210","9599","Technology","23","Male","53","Associate Degree"
"35343","5458","Healthcare","18","Female","54","Master’s Degree"
"6501","9186","Technology","9","Female","20","Associate Degree"
"52495","9531","Healthcare","20","Male","40","Bachelor’s Degree"
"42774","9849","Healthcare","15","Female","43","Bachelor’s Degree"
"45181","7040","Technology","25","Female","47","Master’s Degree"
"55014","8482","Technology","12","Female","42","Bachelor’s Degree"
"33116","4604","Education","2","Male","41","Associate Degree"
"63416","9240","Finance","18","Male","50","Master’s Degree"
"51783","6746","Media","20","Female","32","Associate Degree"
"70338","5709","Media","14","Male","38","High School"
"50321","4427","Education","12","Male","21","Master’s Degree"
"40728","9142","Technology","17","Male","26","Master’s Degree"
"47138","3542","Education","29","Female","42","Bachelor’s Degree"
"16389","9903","Technology","9","Male","37","Associate Degree"
"55208","7324","Healthcare","18","Male","37","Bachelor’s Degree"
"48023","6115","Media","27","Male","41","Master’s Degree"
"21985","7754","Technology","12","Male","56","High School"
"60068","3917","Education","11","Female","38","Associate Degree"
"70687","7994","Healthcare","3","Female","43","Bachelor’s Degree"
"18250","5866","Media","7","Male","18","High School"
"20474","9860","Technology","5","Female","36","Associate Degree"
"59263","10162","Technology","34","Female","42","Associate Degree"
"9712","4448","Education","27","Male","38","Master’s Degree"
"64814","7410","Healthcare","12","Male","31","High School"
"68797","4159","Education","2","Male","20","Bachelor’s Degree"
"17953","7927","Technology","29","Female","40","Bachelor’s Degree"
"47456","3677","Education","24","Male","39","Associate Degree"
"17885","6135","Finance","18","Male","41","Master’s Degree"
"65635","9546","Healthcare","47","Female","56","Bachelor’s Degree"
"62627","3893","Education","33","Male","41","Bachelor’s Degree"
"59656","5552","Education","42","Female","54","High School"
"19616","4817","Education","33","Male","50","Bachelor’s Degree"
"51535","8450","Finance","8","Female","24","Master’s Degree"
"64684","7973","Healthcare","41","Male","55","Associate Degree"
"73695","7829","Technology","49","Female","57","Master’s Degree"
"64279","3973","Education","14","Female","25","Associate Degree"
"43884","8855","Healthcare","8","Male","59","High School"
"41849","8442","Technology","34","Male","47","Associate Degree"
"1065","6608","Healthcare","24","Female","55","High School"
"25383","6182","Education","17","Female","26","Bachelor’s Degree"
"51874","7584","Finance","2","Female","23","High School"
"65191","7299","Education","9","Male","27","Master’s Degree"
"29816","7276","Healthcare","10","Female","54","Associate Degree"
"38077","10482","Technology","4","Female","21","Associate Degree"
"61299","3269","Education","9","Male","52","Bachelor’s Degree"
"63239","9337","Technology","23","Female","57","Associate Degree"
"31914","10423","Finance","10","Male","35","PhD"
"48827","5970","Education","17","Male","44","High School"
"7334","6279","Finance","41","Male","57","Master’s Degree"
"6107","6767","Technology","23","Male","33","Master’s Degree"
"9964","5685","Media","12","Male","35","High School"
"14508","7820","Healthcare","19","Male","38","PhD"
"14848","10326","Healthcare","8","Female","34","Associate Degree"
"46878","12268","Technology","3","Female","49","Bachelor’s Degree"
"46478","5636","Media","16","Female","37","Bachelor’s Degree"
"33101","10588","Technology","10","Female","55","Associate Degree"
"20374","9729","Technology","2","Female","27","Associate Degree"
"52236","9908","Technology","43","Male","52","Associate Degree"
"58028","8677","Technology","4","Male","53","Master’s Degree"
"3693","9266","Healthcare","25","Male","45","Master’s Degree"
"6867","7679","Healthcare","4","Male","56","High School"
"72289","4510","Finance","15","Male","23","Bachelor’s Degree"
"61504","6085","Finance","10","Female","22","Bachelor’s Degree"
"62998","10353","Technology","26","Male","45","PhD"
"71969","4042","Education","13","Male","43","Associate Degree"
"43155","5890","Media","22","Male","59","High School"
"7815","4619","Education","15","Male","37","Associate Degree"
"49350","8784","Technology","25","Male","34","Associate Degree"
"39009","8367","Healthcare","42","Female","50","Associate Degree"
"17465","6577","Healthcare","5","Female","20","Bachelor’s Degree"
"6735","4482","Education","2","Female","45","Master’s Degree"
"4289","5484","Finance","10","Female","25","Bachelor’s Degree"
"20292","6992","Healthcare","5","Male","25","Associate Degree"
"22581","5839","Media","12","Female","47","Master’s Degree"
"24515","8667","Finance","4","Female","28","High School"
"26876","5790","Media","14","Male","34","Master’s Degree"
"73515","7310","Media","9","Female","19","High School"
"53620","13457","Finance","4","Male","29","Bachelor’s Degree"
"6788","6370","Media","8","Female","29","High School"
"58335","9536","Healthcare","21","Female","30","Bachelor’s Degree"
"58583","8981","Healthcare","37","Male","50","Associate Degree"
"37938","6417","Media","6","Male","34","Associate Degree"
"45207","6019","Media","40","Female","49","Master’s Degree"
"56879","9270","Healthcare","8","Male","20","High School"
"63560","5503","Education","11","Male","23","PhD"
"24330","9550","Healthcare","3","Female","18","High School"
"5632","9155","Technology","4","Male","24","High School"
"32096","6280","Education","11","Male","21","Bachelor’s Degree"
"41501","3750","Education","27","Female","52","Bachelor’s Degree"
"67680","6261","Healthcare","18","Female","39","Master’s Degree"
"72172","7109","Finance","8","Male","27","Master’s Degree"
"23799","4026","Education","11","Female","22","Associate Degree"
"44693","9195","Healthcare","3","Female","39","High School"
"32522","10223","Technology","4","Male","25","Bachelor’s Degree"
"41447","8396","Finance","6","Male","20","Associate Degree"
"31567","5977","Finance","11","Female","48","Bachelor’s Degree"
"24441","5665","Media","4","Female","53","High School"
"6322","6062","Media","16","Female","38","Associate Degree"
"30550","3747","Education","6","Male","32","Associate Degree"
"48477","6334","Media","11","Male","22","High School"
"68866","7899","Healthcare","17","Female","50","Bachelor’s Degree"
"34452","7660","Technology","30","Female","42","Associate Degree"
"45675","4757","Education","32","Female","56","Associate Degree"
"18585","4230","Education","7","Female","56","Bachelor’s Degree"
"58514","4373","Education","2","Male","33","Associate Degree"
"66358","8217","Technology","3","Female","42","High School"
"62074","4339","Education","10","Male","58","Bachelor’s Degree"
"49731","10004","Technology","20","Male","33","Bachelor’s Degree"
"1111","8363","Healthcare","29","Male","45","Bachelor’s Degree"
"46699","7148","Healthcare","21","Female","44","Associate Degree"
"24074","8540","Technology","15","Female","30","High School"
"8527","9591","Technology","20","Female","41","High School"
"9035","7125","Healthcare","32","Female","58","Associate Degree"
"47775","4118","Education","8","Male","51","Associate Degree"
"8383","6141","Media","29","Female","49","Associate Degree"
"51839","5293","Education","6","Male","21","Master’s Degree"
"45546","6390","Media","17","Male","51","Master’s Degree"
"58705","6901","Healthcare","3","Male","29","Associate Degree"
"22108","6179","Media","15","Female","52","Associate Degree"
"30009","8120","Healthcare","25","Male","38","Master’s Degree"
"45267","7908","Healthcare","10","Female","46","High School"
"62635","6327","Media","30","Male","56","Master’s Degree"
"62554","6637","Media","24","Female","54","Master’s Degree"
"70499","9291","Technology","28","Female","58","PhD"
"23635","6060","Media","21","Male","39","Master’s Degree"
"33445","8296","Healthcare","27","Male","52","Master’s Degree"
"12047","8990","Healthcare","9","Female","20","Associate Degree"
"56691","6179","Healthcare","13","Female","42","Associate Degree"
"46063","7540","Technology","20","Male","32","Bachelor’s Degree"
"74339","6917","Media","8","Male","41","Bachelor’s Degree"
"15977","8407","Healthcare","21","Female","38","Associate Degree"
"71732","7349","Healthcare","16","Female","42","High School"
"50660","5665","Media","7","Female","30","Master’s Degree"
"17167","7596","Finance","11","Male","31","Master’s Degree"
"27913","12163","Technology","2","Male","28","Bachelor’s Degree"
"26632","7119","Media","38","Female","47","Bachelor’s Degree"
"15195","8603","Finance","17","Male","26","Master’s Degree"
"64056","6113","Media","40","Male","49","Bachelor’s Degree"
"42757","8261","Technology","1","Male","42","Bachelor’s Degree"
"47942","4163","Education","17","Male","29","PhD"
"68783","5020","Education","12","Female","33","Associate Degree"
"60997","6828","Media","1","Male","36","Associate Degree"
"59578","9030","Technology","8","Male","44","High School"
"70757","10743","Finance","3","Male","20","Bachelor’s Degree"
"66531","4504","Education","36","Male","54","High School"
"184","10552","Technology","4","Male","19","Bachelor’s Degree"
"9512","5518","Media","15","Male","34","Master’s Degree"
"35935","5921","Education","30","Female","42","Bachelor’s Degree"
"20446","4391","Education","17","Male","59","Bachelor’s Degree"
"51450","5647","Finance","3","Male","27","Master’s Degree"
"3645","9013","Technology","1","Female","28","Bachelor’s Degree"
"37708","4746","Education","8","Female","24","Associate Degree"
"21312","8541","Technology","1","Male","57","Associate Degree"
"35605","8625","Technology","11","Female","45","Master’s Degree"
"50825","6664","Media","3","Male","34","Associate Degree"
"69867","8613","Healthcare","17","Female","33","Bachelor’s Degree"
"66285","6317","Media","10","Male","28","PhD"
"67830","7894","Technology","26","Male","50","PhD"
"34724","9967","Healthcare","12","Female","21","High School"
"35124","8720","Technology","22","Male","41","Master’s Degree"
"69703","6035","Media","39","Female","48","Bachelor’s Degree"
"46062","7369","Healthcare","10","Male","27","Master’s Degree"
"41722","6968","Healthcare","6","Female","51","Bachelor’s Degree"
"36856","3699","Education","1","Male","21","Bachelor’s Degree"
"56442","5477","Media","28","Male","38","Master’s Degree"
"28256","8513","Healthcare","18","Male","38","PhD"
"55716","5624","Media","19","Female","34","Bachelor’s Degree"
"45016","7376","Healthcare","17","Male","48","Bachelor’s Degree"
"23505","5193","Education","4","Male","18","Master’s Degree"
"69896","9741","Finance","24","Female","32","Master’s Degree"
"47019","5784","Media","5","Male","29","Bachelor’s Degree"
"534","4308","Education","13","Male","33","High School"
"56145","6843","Media","36","Male","45","High School"
"3831","7916","Healthcare","25","Male","38","Master’s Degree"
"41430","7801","Healthcare","23","Female","54","High School"
"37194","10081","Technology","5","Male","53","Bachelor’s Degree"
"37404","8774","Finance","10","Male","41","High School"
"35511","9906","Healthcare","43","Female","54","Bachelor’s Degree"
"46758","7714","Healthcare","36","Female","52","Master’s Degree"
"22526","4027","Education","5","Female","42","Master’s Degree"
"52914","8651","Finance","4","Male","18","Bachelor’s Degree"
"12986","7391","Finance","12","Male","39","PhD"
"67856","4810","Education","16","Male","35","Associate Degree"
"61796","7239","Healthcare","19","Male","49","Master’s Degree"
"26174","7629","Healthcare","12","Male","22","Associate Degree"
"46667","10562","Technology","12","Female","26","Associate Degree"
"37503","8453","Healthcare","37","Male","59","Bachelor’s Degree"
"70390","4862","Education","12","Female","50","Bachelor’s Degree"
"23828","9664","Finance","9","Male","23","Master’s Degree"
"25843","4849","Education","22","Male","53","Master’s Degree"
"52045","8785","Technology","40","Male","59","Master’s Degree"
"33298","8549","Healthcare","14","Male","53","Bachelor’s Degree"
"20674","7392","Healthcare","13","Male","27","Bachelor’s Degree"
"21732","9764","Technology","7","Male","38","High School"
"52130","10371","Technology","31","Male","53","Associate Degree"
"57198","5326","Media","9","Female","19","High School"
"43562","4771","Education","3","Male","52","High School"
"74085","8083","Healthcare","12","Male","27","PhD"
"44741","4502","Education","39","Male","51","Associate Degree"
"25531","3938","Education","23","Male","49","Bachelor’s Degree"
"22145","5685","Education","11","Male","35","Bachelor’s Degree"
"8028","4052","Finance","22","Male","45","Associate Degree"
"41291","4430","Education","5","Female","56","Associate Degree"
"3993","10398","Finance","27","Male","52","High School"
"61205","6082","Media","5","Female","27","Master’s Degree"
"13524","7546","Healthcare","21","Female","35","Master’s Degree"
"37017","6975","Healthcare","6","Female","55","Associate Degree"
"46304","4923","Education","24","Female","53","Master’s Degree"
"66809","9136","Finance","3","Female","21","PhD"
"52158","6994","Healthcare","7","Female","19","Bachelor’s Degree"
"59740","5721","Healthcare","42","Male","59","Master’s Degree"
"17951","5550","Education","10","Female","19","Master’s Degree"
"38219","5413","Education","32","Male","46","High School"
"44267","5541","Finance","34","Female","46","High School"
"9103","6573","Technology","15","Female","26","Associate Degree"
"33914","6554","Media","28","Female","50","High School"
"37283","4147","Education","7","Female","19","Bachelor’s Degree"
"38395","7086","Healthcare","20","Male","45","Associate Degree"
"56114","7326","Healthcare","8","Female","21","High School"
"59403","5404","Finance","5","Female","29","Bachelor’s Degree"
"57027","5232","Education","30","Female","38","High School"
"54914","7534","Healthcare","8","Female","59","Master’s Degree"
"4785","8339","Technology","8","Male","57","Bachelor’s Degree"
"15730","4440","Education","9","Male","57","Master’s Degree"
"27223","12078","Technology","26","Female","53","Bachelor’s Degree"
"28107","6381","Media","20","Male","58","Bachelor’s Degree"
"34313","7546","Technology","9","Male","28","Master’s Degree"
"35182","8675","Technology","29","Male","56","Bachelor’s Degree"
"15669","9883","Technology","23","Female","46","Bachelor’s Degree"
"3882","6677","Education","9","Female","43","Associate Degree"
"10797","7173","Finance","2","Female","34","PhD"
"4512","6197","Finance","41","Male","57","Master’s Degree"
"54820","5843","Media","2","Male","20","Bachelor’s Degree"
"19562","8467","Healthcare","3","Female","40","Associate Degree"
"10992","5433","Media","4","Male","36","Bachelor’s Degree"
"70865","9927","Technology","11","Female","47","Bachelor’s Degree"
"17666","6784","Media","45","Male","58","Bachelor’s Degree"
"71581","7677","Technology","11","Female","45","High School"
"8285","9397","Technology","10","Female","33","High School"
"22560","7917","Technology","46","Male","54","Associate Degree"
"25728","5140","Education","8","Female","43","Associate Degree"
"51624","2902","Education","25","Female","49","High School"
"48648","6975","Healthcare","15","Female","51","Associate Degree"
"44227","5035","Media","14","Female","35","Bachelor’s Degree"
"59447","7661","Technology","19","Male","42","Master’s Degree"
"21972","7587","Technology","19","Male","35","High School"
"26045","5719","Education","20","Female","32","Bachelor’s Degree"
"37235","5645","Media","18","Female","32","Master’s Degree"
"59619","6837","Technology","25","Male","43","Associate Degree"
"22758","9481","Finance","14","Female","35","Bachelor’s Degree"
"14433","6977","Healthcare","14","Female","27","High School"
